date,country,daily case,daily deaths,life lost
8/3/20,Australia,412,11,-11
8/4/20,Australia,715,15,-15
8/5/20,Australia,445,8,-8
8/6/20,Australia,382,11,-11
8/7/20,Australia,426,12,-12
8/8/20,Australia,386,17,-17
8/9/20,Australia,313,18,-18
8/10/20,Australia,316,18,-18
8/11/20,Australia,414,21,-21
8/12/20,Australia,231,9,-9
8/13/20,Australia,384,14,-14
8/14/20,Australia,293,4,-4
8/15/20,Australia,252,17,-17
8/16/20,Australia,271,25,-25
8/17/20,Australia,215,17,-17
8/18/20,Australia,216,12,-12
8/19/20,Australia,247,13,-13
8/20/20,Australia,171,9,-9
8/21/20,Australia,195,13,-13
8/22/20,Australia,209,17,-17
8/23/20,Australia,104,15,-15
8/24/20,Australia,138,8,-8
8/25/20,Australia,151,24,-24
8/26/20,Australia,118,23,-23
8/27/20,Australia,126,11,-11
8/28/20,Australia,99,17,-17
8/29/20,Australia,123,11,-11
8/30/20,Australia,76,41,-41
8/31/20,Australia,73,5,-5
9/1/20,Australia,104,6,-6
9/2/20,Australia,126,15,-15
9/3/20,Australia,87,59,-59
9/4/20,Australia,71,11,-11
9/5/20,Australia,71,5,-5
9/6/20,Australia,43,9,-9
9/7/20,Australia,52,8,-8
9/8/20,Australia,92,11,-11
9/9/20,Australia,59,7,-7
9/10/20,Australia,40,9,-9
9/11/20,Australia,43,6,-6
9/12/20,Australia,44,7,-7
9/13/20,Australia,41,6,-6
9/14/20,Australia,47,0,0
9/15/20,Australia,39,8,-8
9/16/20,Australia,35,8,-8
9/17/20,Australia,48,5,-5
9/18/20,Australia,24,7,-7
9/19/20,Australia,13,5,-5
9/20/20,Australia,14,2,-2
9/21/20,Australia,30,3,-3
9/22/20,Australia,30,5,-5
9/23/20,Australia,8,2,-2
9/24/20,Australia,20,8,-8
9/25/20,Australia,16,1,-1
9/26/20,Australia,24,2,-2
9/27/20,Australia,4,3,-3
9/28/20,Australia,11,7,-7
9/29/20,Australia,23,4,-4
9/30/20,Australia,18,2,-2
10/1/20,Australia,13,2,-2
10/2/20,Australia,12,3,-3
10/3/20,Australia,14,1,-1
10/4/20,Australia,13,0,0
10/5/20,Australia,25,1,-1
10/6/20,Australia,8,2,-2
10/7/20,Australia,25,0,0
10/8/20,Australia,20,0,0
10/9/20,Australia,18,0,0
10/10/20,Australia,19,1,-1
10/11/20,Australia,22,0,0
10/12/20,Australia,25,1,-1
10/13/20,Australia,27,5,-5
10/14/20,Australia,20,0,0
10/15/20,Australia,14,0,0
10/16/20,Australia,7,0,0
10/17/20,Australia,12,0,0
10/18/20,Australia,9,1,-1
10/19/20,Australia,6,0,0
10/20/20,Australia,38,0,0
10/21/20,Australia,15,0,0
10/22/20,Australia,18,0,0
10/23/20,Australia,19,0,0
10/24/20,Australia,18,0,0
10/25/20,Australia,12,0,0
10/26/20,Australia,14,0,0
10/27/20,Australia,14,2,-2
10/28/20,Australia,12,0,0
10/29/20,Australia,14,0,0
10/30/20,Australia,6,0,0
10/31/20,Australia,10,0,0
11/1/20,Australia,6,0,0
11/2/20,Australia,9,0,0
11/3/20,Australia,12,0,0
11/4/20,Australia,8,0,0
11/5/20,Australia,14,0,0
11/6/20,Australia,8,0,0
11/7/20,Australia,6,0,0
11/8/20,Australia,7,0,0
11/9/20,Australia,4,0,0
11/10/20,Australia,2,0,0
11/11/20,Australia,4,0,0
11/12/20,Australia,1,0,0
11/13/20,Australia,6,0,0
11/14/20,Australia,29,0,0
11/15/20,Australia,38,0,0
11/16/20,Australia,9,0,0
11/17/20,Australia,19,0,0
11/18/20,Australia,8,0,0
11/19/20,Australia,7,0,0
11/20/20,Australia,14,0,0
11/21/20,Australia,15,0,0
11/22/20,Australia,13,0,0
11/23/20,Australia,9,0,0
11/24/20,Australia,10,0,0
11/25/20,Australia,12,0,0
11/26/20,Australia,8,0,0
11/27/20,Australia,13,0,0
11/28/20,Australia,6,0,0
11/29/20,Australia,10,1,-1
11/30/20,Australia,10,0,0
12/1/20,Australia,11,0,0
12/2/20,Australia,16,0,0
12/3/20,Australia,10,0,0
12/4/20,Australia,7,0,0
12/5/20,Australia,9,0,0
12/6/20,Australia,7,0,0
12/7/20,Australia,15,0,0
12/8/20,Australia,6,0,0
12/9/20,Australia,7,0,0
12/10/20,Australia,11,0,0
12/11/20,Australia,14,0,0
12/12/20,Australia,5,0,0
12/13/20,Australia,7,0,0
12/14/20,Australia,11,0,0
12/15/20,Australia,12,0,0
12/16/20,Australia,12,0,0
12/17/20,Australia,21,0,0
12/18/20,Australia,33,0,0
12/19/20,Australia,42,0,0
12/20/20,Australia,30,0,0
12/21/20,Australia,21,0,0
12/22/20,Australia,18,0,0
12/23/20,Australia,25,0,0
12/24/20,Australia,12,0,0
12/25/20,Australia,23,0,0
12/26/20,Australia,11,0,0
12/27/20,Australia,29,1,-1
12/28/20,Australia,12,0,0
12/29/20,Australia,32,0,0
12/30/20,Australia,24,0,0
12/31/20,Australia,20,0,0
1/1/21,Australia,35,0,0
1/2/21,Australia,24,0,0
1/3/21,Australia,20,0,0
1/4/21,Australia,13,0,0
1/5/21,Australia,19,0,0
1/6/21,Australia,10,0,0
1/7/21,Australia,25,0,0
1/8/21,Australia,11,0,0
1/9/21,Australia,13,0,0
1/10/21,Australia,19,0,0
1/11/21,Australia,20,0,0
1/12/21,Australia,16,0,0
1/13/21,Australia,10,0,0
1/14/21,Australia,9,0,0
1/15/21,Australia,20,0,0
1/16/21,Australia,19,0,0
1/17/21,Australia,13,0,0
1/18/21,Australia,10,0,0
1/19/21,Australia,9,0,0
1/20/21,Australia,9,0,0
1/21/21,Australia,6,0,0
1/22/21,Australia,5,0,0
1/23/21,Australia,6,0,0
1/24/21,Australia,11,0,0
1/25/21,Australia,3,0,0
1/26/21,Australia,6,0,0
1/27/21,Australia,8,0,0
1/28/21,Australia,5,0,0
1/29/21,Australia,7,0,0
1/30/21,Australia,5,0,0
1/31/21,Australia,7,0,0
2/1/21,Australia,5,0,0
2/2/21,Australia,6,0,0
2/3/21,Australia,9,0,0
2/4/21,Australia,4,0,0
2/5/21,Australia,6,0,0
2/6/21,Australia,3,0,0
2/7/21,Australia,6,0,0
2/8/21,Australia,3,0,0
2/9/21,Australia,11,0,0
2/10/21,Australia,8,0,0
2/11/21,Australia,8,0,0
2/12/21,Australia,5,0,0
2/13/21,Australia,6,0,0
2/14/21,Australia,2,0,0
2/15/21,Australia,5,0,0
2/16/21,Australia,6,0,0
2/17/21,Australia,1,0,0
2/18/21,Australia,6,0,0
2/19/21,Australia,2,0,0
2/20/21,Australia,6,0,0
2/21/21,Australia,4,0,0
2/22/21,Australia,7,0,0
2/23/21,Australia,2,0,0
2/24/21,Australia,8,0,0
2/25/21,Australia,10,0,0
2/26/21,Australia,8,0,0
2/27/21,Australia,5,0,0
2/28/21,Australia,8,0,0
3/1/21,Australia,8,0,0
3/2/21,Australia,10,0,0
3/3/21,Australia,11,0,0
3/4/21,Australia,14,0,0
3/5/21,Australia,8,0,0
3/6/21,Australia,5,0,0
3/7/21,Australia,12,0,0
3/8/21,Australia,15,0,0
3/9/21,Australia,13,0,0
3/10/21,Australia,16,0,0
3/11/21,Australia,12,0,0
3/12/21,Australia,10,0,0
3/13/21,Australia,5,0,0
3/14/21,Australia,13,0,0
3/15/21,Australia,7,0,0
3/16/21,Australia,17,0,0
3/17/21,Australia,12,0,0
3/18/21,Australia,17,0,0
3/19/21,Australia,9,0,0
3/20/21,Australia,4,0,0
3/21/21,Australia,10,0,0
3/22/21,Australia,5,0,0
3/23/21,Australia,10,0,0
3/24/21,Australia,9,0,0
3/25/21,Australia,9,0,0
3/26/21,Australia,13,0,0
3/27/21,Australia,7,0,0
3/28/21,Australia,17,0,0
3/29/21,Australia,20,0,0
3/30/21,Australia,8,0,0
3/31/21,Australia,18,0,0
4/1/21,Australia,11,0,0
4/2/21,Australia,8,0,0
4/3/21,Australia,7,0,0
4/4/21,Australia,9,0,0
4/5/21,Australia,8,0,0
4/6/21,Australia,14,0,0
4/7/21,Australia,6,0,0
4/8/21,Australia,5,0,0
4/9/21,Australia,6,0,0
4/10/21,Australia,9,0,0
4/11/21,Australia,14,0,0
4/12/21,Australia,10,1,-1
4/13/21,Australia,21,0,0
4/14/21,Australia,19,0,0
4/15/21,Australia,15,0,0
4/16/21,Australia,15,0,0
4/17/21,Australia,20,0,0
4/18/21,Australia,14,0,0
4/19/21,Australia,23,0,0
4/20/21,Australia,20,0,0
4/21/21,Australia,18,0,0
4/22/21,Australia,44,0,0
4/23/21,Australia,15,0,0
4/24/21,Australia,10,0,0
4/25/21,Australia,17,0,0
4/26/21,Australia,37,0,0
4/27/21,Australia,33,0,0
4/28/21,Australia,23,0,0
4/29/21,Australia,25,0,0
4/30/21,Australia,13,0,0
5/1/21,Australia,13,0,0
5/2/21,Australia,14,0,0
5/3/21,Australia,12,0,0
5/4/21,Australia,15,0,0
5/5/21,Australia,19,0,0
5/6/21,Australia,9,0,0
5/7/21,Australia,13,0,0
5/8/21,Australia,16,0,0
5/9/21,Australia,9,0,0
5/10/21,Australia,7,0,0
5/11/21,Australia,8,0,0
5/12/21,Australia,9,0,0
5/13/21,Australia,2,0,0
5/14/21,Australia,7,0,0
5/15/21,Australia,11,0,0
5/16/21,Australia,3,0,0
5/17/21,Australia,5,0,0
5/18/21,Australia,9,0,0
5/19/21,Australia,3,0,0
5/20/21,Australia,4,0,0
5/21/21,Australia,4,0,0
5/22/21,Australia,4,0,0
5/23/21,Australia,12,0,0
5/24/21,Australia,10,0,0
5/25/21,Australia,17,0,0
5/26/21,Australia,17,0,0
5/27/21,Australia,11,0,0
5/28/21,Australia,9,0,0
5/29/21,Australia,13,0,0
5/30/21,Australia,9,0,0
5/31/21,Australia,13,0,0
6/1/21,Australia,6,0,0
6/2/21,Australia,13,0,0
6/3/21,Australia,4,0,0
6/4/21,Australia,16,0,0
6/5/21,Australia,16,0,0
6/6/21,Australia,18,0,0
6/7/21,Australia,14,0,0
6/8/21,Australia,5,0,0
6/9/21,Australia,15,0,0
6/10/21,Australia,3,0,0
6/11/21,Australia,6,0,0
6/12/21,Australia,14,0,0
6/13/21,Australia,14,0,0
6/14/21,Australia,11,0,0
6/15/21,Australia,13,0,0
6/16/21,Australia,15,0,0
6/17/21,Australia,8,0,0
6/18/21,Australia,13,0,0
6/19/21,Australia,9,0,0
6/20/21,Australia,24,0,0
6/21/21,Australia,11,0,0
6/22/21,Australia,14,0,0
6/23/21,Australia,24,0,0
6/24/21,Australia,20,0,0
6/25/21,Australia,33,0,0
6/26/21,Australia,42,0,0
6/27/21,Australia,29,0,0
6/28/21,Australia,32,0,0
6/29/21,Australia,42,0,0
6/30/21,Australia,41,0,0
7/1/21,Australia,41,0,0
7/2/21,Australia,50,0,0
7/3/21,Australia,19,0,0
7/4/21,Australia,51,0,0
7/5/21,Australia,27,0,0
7/6/21,Australia,30,0,0
7/7/21,Australia,42,0,0
7/8/21,Australia,48,0,0
7/9/21,Australia,64,0,0
7/10/21,Australia,85,1,-1
7/11/21,Australia,121,0,0
7/12/21,Australia,102,1,-1
7/13/21,Australia,106,0,0
7/14/21,Australia,84,0,0
7/15/21,Australia,113,0,0
7/16/21,Australia,145,1,-1
7/17/21,Australia,128,1,-1
7/18/21,Australia,117,0,0
7/19/21,Australia,104,1,-1
7/20/21,Australia,146,0,0
7/21/21,Australia,160,0,0
7/22/21,Australia,156,1,-1
7/23/21,Australia,171,0,0
7/24/21,Australia,165,2,-2
7/25/21,Australia,164,0,0
7/26/21,Australia,184,4,-4
7/27/21,Australia,207,0,0
7/28/21,Australia,253,2,-2
7/29/21,Australia,183,0,0
7/30/21,Australia,221,1,-1
7/31/21,Australia,253,0,0
8/1/21,Australia,229,1,-1
8/2/21,Australia,224,0,0
8/3/21,Australia,253,2,-2
8/4/21,Australia,302,5,-5
8/5/21,Australia,307,1,-1
8/6/21,Australia,353,6,-6
8/7/21,Australia,277,0,0
8/8/21,Australia,302,1,-1
8/9/21,Australia,380,4,-4
8/10/21,Australia,367,2,-2
8/11/21,Australia,372,2,-2
8/12/21,Australia,416,2,-2
8/13/21,Australia,493,4,-4
8/14/21,Australia,439,5,-5
8/15/21,Australia,518,8,-8
8/16/21,Australia,482,1,-1
8/17/21,Australia,677,3,-3
8/18/21,Australia,747,2,-2
8/19/21,Australia,707,4,-4
8/20/21,Australia,891,2,-2
8/21/21,Australia,907,3,-3
8/22/21,Australia,894,3,-3
8/23/21,Australia,834,0,0
8/24/21,Australia,971,2,-2
8/25/21,Australia,1115,3,-3
8/26/21,Australia,976,2,-2
8/27/21,Australia,1119,2,-2
8/28/21,Australia,1321,6,-6
8/29/21,Australia,1355,4,-4
8/30/21,Australia,1257,3,-3
8/31/21,Australia,1225,6,-6
9/1/21,Australia,1467,7,-7
9/2/21,Australia,1648,13,-13
9/3/21,Australia,1741,4,-4
9/4/21,Australia,1670,3,-3
9/5/21,Australia,1536,5,-5
9/6/21,Australia,1466,8,-8
9/7/21,Australia,1696,8,-8
9/8/21,Australia,1725,6,-6
9/9/21,Australia,1870,10,-10
9/10/21,Australia,2075,8,-8
9/11/21,Australia,1616,7,-7
9/12/21,Australia,1720,7,-7
9/13/21,Australia,1578,4,-4
9/14/21,Australia,1643,14,-14
9/15/21,Australia,1856,12,-12
9/16/21,Australia,1800,13,-13
9/17/21,Australia,1856,7,-7
9/18/21,Australia,1572,14,-14
9/19/21,Australia,1500,5,-5
9/20/21,Australia,1582,11,-11
9/21/21,Australia,1659,8,-8
9/22/21,Australia,1809,10,-10
9/23/21,Australia,1764,12,-12
9/24/21,Australia,1865,12,-12
9/25/21,Australia,1752,11,-11
9/26/21,Australia,1472,14,-14
9/27/21,Australia,1880,11,-11
9/28/21,Australia,1812,23,-23
9/29/21,Australia,2400,12,-12
9/30/21,Australia,2058,20,-20
10/1/21,Australia,2335,10,-10
10/2/21,Australia,1872,13,-13
10/3/21,Australia,2023,12,-12
10/4/21,Australia,2389,11,-11
10/5/21,Australia,2026,22,-22
10/6/21,Australia,2216,10,-10
10/7/21,Australia,2524,16,-16
10/8/21,Australia,2515,16,-16
10/9/21,Australia,2390,11,-11
10/10/21,Australia,2096,16,-16
10/11/21,Australia,1848,13,-13
10/12/21,Australia,2029,17,-17
1/22/20,Canada,0,0,0
1/23/20,Canada,0,0,0
1/24/20,Canada,0,0,0
1/25/20,Canada,0,0,0
1/26/20,Canada,1,0,0
1/27/20,Canada,0,0,0
1/28/20,Canada,1,0,0
1/29/20,Canada,0,0,0
1/30/20,Canada,0,0,0
1/31/20,Canada,2,0,0
2/1/20,Canada,0,0,0
2/2/20,Canada,0,0,0
2/3/20,Canada,0,0,0
2/4/20,Canada,0,0,0
2/5/20,Canada,1,0,0
2/6/20,Canada,0,0,0
2/7/20,Canada,2,0,0
2/8/20,Canada,0,0,0
2/9/20,Canada,0,0,0
2/10/20,Canada,0,0,0
2/11/20,Canada,0,0,0
2/12/20,Canada,0,0,0
2/13/20,Canada,0,0,0
2/14/20,Canada,0,0,0
2/15/20,Canada,0,0,0
2/16/20,Canada,0,0,0
2/17/20,Canada,1,0,0
2/18/20,Canada,0,0,0
2/19/20,Canada,0,0,0
2/20/20,Canada,0,0,0
2/21/20,Canada,1,0,0
2/22/20,Canada,0,0,0
2/23/20,Canada,0,0,0
2/24/20,Canada,1,0,0
2/25/20,Canada,2,0,0
2/26/20,Canada,0,0,0
2/27/20,Canada,2,0,0
2/28/20,Canada,1,0,0
2/29/20,Canada,6,0,0
3/1/20,Canada,5,0,0
3/2/20,Canada,6,0,0
3/3/20,Canada,5,0,0
3/4/20,Canada,5,0,0
3/5/20,Canada,4,0,0
3/6/20,Canada,14,0,0
3/7/20,Canada,4,0,0
3/8/20,Canada,10,0,0
3/9/20,Canada,14,1,-1
3/10/20,Canada,4,0,0
3/11/20,Canada,35,0,0
3/12/20,Canada,14,0,0
3/13/20,Canada,72,0,0
3/14/20,Canada,23,0,0
3/15/20,Canada,60,0,0
3/16/20,Canada,154,3,-3
3/17/20,Canada,82,2,-2
3/18/20,Canada,200,5,-5
3/19/20,Canada,189,0,0
3/20/20,Canada,254,4,-4
3/21/20,Canada,478,4,-4
3/22/20,Canada,392,3,-3
3/23/20,Canada,555,7,-7
3/24/20,Canada,585,4,-4
3/25/20,Canada,498,9,-9
3/26/20,Canada,867,15,-15
3/27/20,Canada,699,9,-9
3/28/20,Canada,836,16,-16
3/29/20,Canada,930,14,-14
3/30/20,Canada,1106,29,-29
3/31/20,Canada,1125,27,-27
4/1/20,Canada,1281,23,-23
4/2/20,Canada,1692,49,-49
4/3/20,Canada,1340,53,-53
4/4/20,Canada,1347,83,-83
4/5/20,Canada,1569,75,-75
4/6/20,Canada,1046,85,-85
4/7/20,Canada,1337,61,-61
4/8/20,Canada,1264,67,-67
4/9/20,Canada,1380,123,-123
4/10/20,Canada,1275,96,-96
4/11/20,Canada,1307,119,-119
4/12/20,Canada,1219,109,-109
4/13/20,Canada,1634,130,-130
4/14/20,Canada,1626,136,-136
4/15/20,Canada,1660,154,-154
4/16/20,Canada,2567,203,-203
4/17/20,Canada,2086,126,-126
4/18/20,Canada,1482,143,-143
4/19/20,Canada,1668,158,-158
4/20/20,Canada,1565,146,-146
4/21/20,Canada,1743,193,-193
4/22/20,Canada,2307,195,-195
4/23/20,Canada,1669,171,-171
4/24/20,Canada,1697,180,-180
4/25/20,Canada,1563,187,-187
4/26/20,Canada,1432,157,-157
4/27/20,Canada,1619,185,-185
4/28/20,Canada,1676,197,-197
4/29/20,Canada,1764,244,-244
4/30/20,Canada,1655,179,-179
5/1/20,Canada,1833,202,-202
5/2/20,Canada,1474,148,-148
5/3/20,Canada,1160,140,-140
5/4/20,Canada,1560,242,-242
5/5/20,Canada,1357,170,-170
5/6/20,Canada,1603,159,-159
5/7/20,Canada,1443,147,-147
5/8/20,Canada,1339,153,-153
5/9/20,Canada,1160,164,-164
5/10/20,Canada,1091,118,-118
5/11/20,Canada,1150,134,-134
5/12/20,Canada,1197,151,-151
5/13/20,Canada,1224,103,-103
5/14/20,Canada,1121,121,-121
5/15/20,Canada,1263,121,-121
5/16/20,Canada,1180,119,-119
5/17/20,Canada,1121,90,-90
5/18/20,Canada,1041,92,-92
5/19/20,Canada,1150,75,-75
5/20/20,Canada,1305,122,-122
5/21/20,Canada,1162,96,-96
5/22/20,Canada,1164,98,-98
5/23/20,Canada,1009,94,-94
5/24/20,Canada,926,88,-88
5/25/20,Canada,948,94,-94
5/26/20,Canada,805,92,-92
5/27/20,Canada,878,94,-94
5/28/20,Canada,839,111,-111
5/29/20,Canada,835,80,-80
5/30/20,Canada,751,60,-60
5/31/20,Canada,683,49,-49
6/1/20,Canada,842,46,-46
6/2/20,Canada,661,56,-56
6/3/20,Canada,667,54,-54
6/4/20,Canada,625,64,-64
6/5/20,Canada,666,40,-40
6/6/20,Canada,548,62,-62
6/7/20,Canada,667,41,-41
6/8/20,Canada,521,44,-44
6/9/20,Canada,489,34,-34
6/10/20,Canada,495,35,-35
6/11/20,Canada,449,31,-31
6/12/20,Canada,430,29,-29
6/13/20,Canada,411,28,-28
6/14/20,Canada,327,19,-19
6/15/20,Canada,369,8,-8
6/16/20,Canada,366,24,-24
6/17/20,Canada,408,21,-21
6/18/20,Canada,401,13,-13
6/19/20,Canada,403,25,-25
6/20/20,Canada,419,29,-29
6/21/20,Canada,305,17,-17
6/22/20,Canada,356,20,-20
6/23/20,Canada,394,24,-24
6/24/20,Canada,356,30,-30
6/25/20,Canada,324,23,-23
6/26/20,Canada,251,7,-7
6/27/20,Canada,337,9,-9
6/28/20,Canada,373,10,-10
6/29/20,Canada,384,19,-19
6/30/20,Canada,297,12,-12
7/1/20,Canada,198,10,-10
7/2/20,Canada,356,16,-16
7/3/20,Canada,320,7,-7
7/4/20,Canada,213,8,-8
7/5/20,Canada,187,2,-2
7/6/20,Canada,415,13,-13
7/7/20,Canada,255,7,-7
7/8/20,Canada,329,12,-12
7/9/20,Canada,315,10,-10
7/10/20,Canada,340,14,-14
7/11/20,Canada,176,3,-3
7/12/20,Canada,159,5,-5
7/13/20,Canada,673,8,-8
7/14/20,Canada,387,5,-5
7/15/20,Canada,361,14,-14
7/16/20,Canada,447,12,-12
7/17/20,Canada,470,10,-10
7/18/20,Canada,346,3,-3
7/19/20,Canada,255,4,-4
7/20/20,Canada,751,4,-4
7/21/20,Canada,505,7,-7
7/22/20,Canada,349,4,-4
7/23/20,Canada,658,8,-8
7/24/20,Canada,714,4,-4
7/25/20,Canada,346,4,-4
7/26/20,Canada,297,4,-4
7/27/20,Canada,626,13,-13
7/28/20,Canada,361,10,-10
7/29/20,Canada,487,5,-5
7/30/20,Canada,415,13,-13
7/31/20,Canada,557,6,-6
8/1/20,Canada,226,4,-4
8/2/20,Canada,196,3,-3
8/3/20,Canada,226,3,-3
8/4/20,Canada,713,8,-8
8/5/20,Canada,344,6,-6
8/6/20,Canada,313,6,-6
8/7/20,Canada,536,5,-5
8/8/20,Canada,233,4,-4
8/9/20,Canada,212,3,-3
8/10/20,Canada,630,7,-7
8/11/20,Canada,345,6,-6
8/12/20,Canada,309,5,-5
8/13/20,Canada,471,6,-6
8/14/20,Canada,413,4,-4
8/15/20,Canada,206,6,-6
8/16/20,Canada,156,5,-5
8/17/20,Canada,209,2,-2
8/18/20,Canada,901,10,-10
8/19/20,Canada,333,6,-6
8/20/20,Canada,236,3,-3
