date,country,daily case,daily deaths,life lost
2020-11-06,Canada,5456,62,-62
2020-11-07,Canada,4350,47,-47
2020-11-08,Canada,3850,48,-48
2020-11-09,Canada,4909,61,-61
2020-11-10,Canada,4588,67,-67
2020-11-11,Canada,3996,63,-63
2020-11-12,Canada,5441,73,-73
2020-11-13,Canada,4844,46,-46
2020-11-14,Canada,4221,62,-62
2020-11-15,Canada,4203,65,-65
2020-11-16,Canada,5840,74,-74
2020-11-17,Canada,4606,68,-68
2020-11-18,Canada,4543,104,-104
2020-11-19,Canada,4895,70,-70
2020-11-20,Canada,4875,67,-67
2020-11-21,Canada,4884,66,-66
2020-11-22,Canada,4798,56,-56
2020-11-23,Canada,6708,79,-79
2020-11-24,Canada,5389,100,-100
2020-11-25,Canada,5241,58,-58
2020-11-26,Canada,5550,82,-82
2020-11-27,Canada,5958,86,-86
2020-11-28,Canada,5626,68,-68
2020-11-29,Canada,5370,74,-74
2020-11-30,Canada,7828,109,-109
2020-12-01,Canada,5835,78,-78
2020-12-02,Canada,6485,106,-106
2020-12-03,Canada,6297,90,-90
2020-12-04,Canada,6840,103,-103
2020-12-05,Canada,5966,74,-74
2020-12-06,Canada,6150,85,-85
2020-12-07,Canada,7773,121,-121
2020-12-08,Canada,6266,97,-97
2020-12-09,Canada,6417,116,-116
2020-12-10,Canada,6604,118,-118
2020-12-11,Canada,6913,128,-128
2020-12-12,Canada,6078,98,-98
2020-12-13,Canada,5684,84,-84
2020-12-14,Canada,8645,140,-140
2020-12-15,Canada,6291,116,-116
2020-12-16,Canada,6733,118,-118
2020-12-17,Canada,7467,156,-156
2020-12-18,Canada,7045,113,-113
2020-12-19,Canada,6477,104,-104
2020-12-20,Canada,5826,90,-90
2020-12-21,Canada,7576,107,-107
2020-12-22,Canada,6231,126,-126
2020-12-23,Canada,6897,145,-145
2020-12-24,Canada,6732,150,-150
2020-12-25,Canada,4047,64,-64
2020-12-26,Canada,5201,85,-85
2020-12-27,Canada,5465,120,-120
2020-12-28,Canada,6507,157,-157
2020-12-29,Canada,8667,200,-200
2020-12-30,Canada,8750,122,-122
2020-12-31,Canada,6856,112,-112
2021-01-01,Canada,3720,44,-44
2021-01-02,Canada,6942,108,-108
2021-01-03,Canada,10643,92,-92
2021-01-04,Canada,10067,241,-241
2021-01-05,Canada,7328,142,-142
2021-01-06,Canada,8308,150,-150
2021-01-07,Canada,8541,165,-165
2021-01-08,Canada,9395,142,-142
2021-01-09,Canada,7274,138,-138
2021-01-10,Canada,6728,90,-90
2021-01-11,Canada,8249,125,-125
2021-01-12,Canada,6391,160,-160
2021-01-13,Canada,7082,180,-180
2021-01-14,Canada,7262,147,-147
2021-01-15,Canada,6844,170,-170
2021-01-16,Canada,6060,122,-122
2021-01-17,Canada,6053,128,-128
2021-01-18,Canada,6124,125,-125
2021-01-19,Canada,5159,151,-151
2021-01-20,Canada,5772,185,-185
2021-01-21,Canada,6283,139,-139
2021-01-22,Canada,5730,181,-181
2021-01-23,Canada,4739,105,-105
2021-01-24,Canada,4387,127,-127
2021-01-25,Canada,5632,126,-126
2021-01-26,Canada,4226,147,-147
2021-01-27,Canada,4265,93,-93
2021-01-28,Canada,4725,191,-191
2021-01-29,Canada,4813,149,-149
2021-01-30,Canada,3976,133,-133
2021-01-31,Canada,3588,83,-83
2021-02-01,Canada,4588,104,-104
2021-02-02,Canada,3062,97,-97
2021-02-03,Canada,3296,119,-119
2021-02-04,Canada,3969,125,-125
2021-02-05,Canada,4254,121,-121
2021-02-06,Canada,3106,93,-93
2021-02-07,Canada,2963,60,-60
2021-02-08,Canada,3727,70,-70
2021-02-09,Canada,2826,84,-84
2021-02-10,Canada,3441,93,-93
2021-02-11,Canada,3071,82,-82
2021-02-12,Canada,2716,79,-79
2021-02-13,Canada,3581,70,-70
2021-02-14,Canada,2017,23,-23
2021-02-15,Canada,1706,37,-37
2021-02-16,Canada,4397,97,-97
2021-02-17,Canada,2543,44,-44
2021-02-18,Canada,3395,70,-70
2021-02-19,Canada,3061,72,-72
2021-02-20,Canada,2606,50,-50
2021-02-21,Canada,2557,44,-44
2021-02-22,Canada,3284,49,-49
2021-02-23,Canada,3305,39,-39
2021-02-24,Canada,2994,47,-47
2021-02-25,Canada,3101,58,-58
2021-02-26,Canada,3227,48,-48
2021-02-27,Canada,2530,45,-45
2021-02-28,Canada,2185,34,-34
2021-03-01,Canada,3666,23,-23
2021-03-02,Canada,2838,28,-28
2021-03-03,Canada,2740,60,-60
2021-03-04,Canada,3132,46,-46
2021-03-05,Canada,2873,41,-41
2021-03-06,Canada,2763,21,-21
2021-03-07,Canada,2552,26,-26
2021-03-08,Canada,4082,37,-37
2021-03-09,Canada,3074,28,-28
2021-03-10,Canada,2985,31,-31
2021-03-11,Canada,3123,36,-36
2021-03-12,Canada,3574,33,-33
2021-03-13,Canada,2915,30,-30
2021-03-14,Canada,2644,29,-29
2021-03-15,Canada,3790,32,-32
2021-03-16,Canada,3017,24,-24
2021-03-17,Canada,3433,35,-35
2021-03-18,Canada,3673,36,-36
2021-03-19,Canada,4274,27,-27
2021-03-20,Canada,3323,26,-26
2021-03-21,Canada,3142,33,-33
2021-03-22,Canada,4859,40,-40
2021-03-23,Canada,3678,19,-19
2021-03-24,Canada,4196,24,-24
2021-03-25,Canada,5166,31,-31
2021-03-26,Canada,5084,36,-36
2021-03-27,Canada,4237,26,-26
2021-03-28,Canada,4090,28,-28
2021-03-29,Canada,6313,20,-20
2021-03-30,Canada,3886,26,-26
2021-03-31,Canada,9128,33,-33
2021-04-01,Canada,5756,43,-43
2021-04-02,Canada,3633,29,-29
2021-04-03,Canada,7096,19,-19
2021-04-04,Canada,3494,24,-24
2021-04-05,Canada,8289,21,-21
2021-04-06,Canada,10865,46,-46
2021-04-07,Canada,7760,32,-32
2021-04-08,Canada,8347,38,-38
2021-04-09,Canada,9266,40,-40
2021-04-10,Canada,7370,36,-36
2021-04-11,Canada,7672,28,-28
2021-04-12,Canada,10541,41,-41
2021-04-13,Canada,7466,36,-36
2021-04-14,Canada,8952,53,-53
2021-04-15,Canada,9778,55,-55
2021-04-16,Canada,9258,41,-41
2021-04-17,Canada,7080,48,-48
2021-04-18,Canada,7890,34,-34
2021-04-19,Canada,10316,44,-44
2021-04-20,Canada,7314,46,-46
2021-04-21,Canada,8219,50,-50
2021-04-22,Canada,8901,59,-59
2021-04-23,Canada,8464,61,-61
2021-04-24,Canada,7461,44,-44
2021-04-25,Canada,6803,38,-38
2021-04-26,Canada,8916,59,-59
2021-04-27,Canada,7029,41,-41
2021-04-28,Canada,8222,52,-52
2021-04-29,Canada,9263,52,-52
2021-04-30,Canada,8391,50,-50
2021-05-01,Canada,6364,42,-42
2021-05-02,Canada,5737,39,-39
2021-05-03,Canada,10985,42,-42
2021-05-04,Canada,6746,57,-57
2021-05-05,Canada,7779,51,-51
2021-05-06,Canada,8090,39,-39
2021-05-07,Canada,7728,40,-40
2021-05-08,Canada,5942,39,-39
2021-05-09,Canada,5444,58,-58
2021-05-10,Canada,8873,56,-56
2021-05-11,Canada,5548,32,-32
2021-05-12,Canada,6670,54,-54
2021-05-13,Canada,5893,57,-57
2021-05-14,Canada,6735,44,-44
2021-05-15,Canada,4390,39,-39
2021-05-16,Canada,4145,40,-40
2021-05-17,Canada,6450,34,-34
2021-05-18,Canada,3912,36,-36
2021-05-19,Canada,5030,48,-48
2021-05-20,Canada,4850,45,-45
2021-05-21,Canada,4334,51,-51
2021-05-22,Canada,3245,41,-41
2021-05-23,Canada,2828,28,-28
2021-05-24,Canada,1716,30,-30
2021-05-25,Canada,3753,63,-63
2021-05-26,Canada,2484,37,-37
2021-05-27,Canada,4698,50,-50
2021-05-28,Canada,3095,29,-29
2021-05-29,Canada,2159,38,-38
2021-05-30,Canada,1943,34,-34
2021-05-31,Canada,2943,35,-35
2021-06-01,Canada,1726,19,-19
2021-06-02,Canada,2192,46,-46
2021-06-03,Canada,2177,32,-32
2021-06-04,Canada,1989,35,-35
2021-06-05,Canada,1333,33,-33
2021-06-06,Canada,1349,12,-12
2021-06-07,Canada,1789,37,-37
2021-06-08,Canada,1121,30,-30
2021-06-09,Canada,1437,52,-52
2021-06-10,Canada,1490,30,-30
2021-06-11,Canada,1381,13,-13
2021-06-12,Canada,1137,28,-28
2021-06-13,Canada,974,17,-17
2021-06-14,Canada,1319,14,-14
2021-06-15,Canada,893,27,-27
2021-06-16,Canada,1082,29,-29
2021-06-17,Canada,1101,11,-11
2021-06-18,Canada,968,11,-11
2021-06-19,Canada,737,31,-31
2021-06-20,Canada,580,22,-22
2021-06-21,Canada,1036,26,-26
2021-06-22,Canada,510,53,-53
2021-06-23,Canada,718,20,-20
2021-06-24,Canada,716,17,-17
2021-06-25,Canada,622,5,-5
2021-06-26,Canada,533,17,-17
2021-06-27,Canada,398,13,-13
2021-06-28,Canada,931,11,-11
2021-06-29,Canada,565,36,-36
2021-06-30,Canada,552,21,-21
2021-07-01,Canada,151,19,-19
2021-07-02,Canada,839,24,-24
2021-07-03,Canada,342,10,-10
2021-07-04,Canada,282,12,-12
2021-07-05,Canada,810,8,-8
2021-07-06,Canada,290,13,-13
2021-07-07,Canada,551,6,-6
2021-07-08,Canada,592,18,-18
2021-07-09,Canada,555,14,-14
2021-07-10,Canada,317,9,-9
2021-07-11,Canada,263,8,-8
2021-07-12,Canada,527,3,-3
2021-07-13,Canada,340,11,-11
2021-07-14,Canada,340,8,-8
2021-07-15,Canada,378,14,-14
2021-07-16,Canada,380,17,-17
2021-07-17,Canada,310,4,-4
2021-07-18,Canada,303,7,-7
2021-07-19,Canada,638,4,-4
2021-07-20,Canada,313,4,-4
2021-07-21,Canada,517,4,-4
2021-07-22,Canada,398,14,-14
2021-07-23,Canada,594,13,-13
2021-07-24,Canada,325,5,-5
2021-07-25,Canada,267,4,-4
2021-07-26,Canada,1074,5,-5
2021-07-27,Canada,537,7,-7
2021-07-28,Canada,796,10,-10
2021-07-29,Canada,912,6,-6
2021-07-30,Canada,910,16,-16
2021-07-31,Canada,436,6,-6
2021-08-01,Canada,360,2,-2
2021-08-02,Canada,215,1,-1
2021-08-03,Canada,2243,6,-6
2021-08-04,Canada,980,11,-11
2021-08-05,Canada,1523,19,-19
2021-08-06,Canada,1552,17,-17
2021-08-07,Canada,585,9,-9
2021-08-08,Canada,582,6,-6
2021-08-09,Canada,3209,9,-9
2021-08-10,Canada,1334,5,-5
2021-08-11,Canada,1960,5,-5
2021-08-12,Canada,2141,4,-4
2021-08-13,Canada,2317,6,-6
2021-08-14,Canada,868,3,-3
2021-08-15,Canada,744,0,0
2021-08-16,Canada,4546,4,-4
2021-08-17,Canada,1862,15,-15
2021-08-18,Canada,2356,42,-42
2021-08-19,Canada,2969,22,-22
2021-08-20,Canada,2998,6,-6
2021-08-21,Canada,1053,1,-1
2021-08-22,Canada,1156,2,-2
2021-08-23,Canada,5428,22,-22
2021-08-24,Canada,2222,34,-34
2021-08-25,Canada,3537,70,-70
2021-08-26,Canada,3420,10,-10
2021-08-27,Canada,3780,17,-17
2021-08-28,Canada,1462,7,-7
2021-08-29,Canada,1424,1,-1
2021-08-30,Canada,6874,18,-18
2021-08-31,Canada,2935,17,-17
2021-09-01,Canada,3954,31,-31
2021-09-02,Canada,3996,25,-25
2021-09-03,Canada,4206,16,-16
2021-09-04,Canada,1644,8,-8
2021-09-05,Canada,1733,3,-3
2021-09-06,Canada,1043,1,-1
2021-09-07,Canada,9921,49,-49
2021-09-08,Canada,3705,42,-42
2021-09-09,Canada,4261,26,-26
2021-09-10,Canada,4599,40,-40
2021-09-11,Canada,913,5,-5
2021-09-12,Canada,2774,12,-12
2021-09-13,Canada,9288,42,-42
2021-09-14,Canada,4014,26,-26
2021-09-15,Canada,4414,41,-41
2021-09-16,Canada,4671,21,-21
2021-09-17,Canada,5107,44,-44
2021-09-18,Canada,1846,13,-13
2021-09-19,Canada,1822,11,-11
2021-09-20,Canada,8986,42,-42
2021-09-21,Canada,3685,52,-52
2021-09-22,Canada,4115,51,-51
2021-09-23,Canada,4624,46,-46
2021-09-24,Canada,4561,41,-41
2021-09-25,Canada,1045,13,-13
2021-09-26,Canada,1137,5,-5
2021-09-27,Canada,11381,56,-56
2021-09-28,Canada,3464,57,-57
2021-09-29,Canada,4328,67,-67
2021-09-30,Canada,3318,39,-39
2021-10-01,Canada,5794,60,-60
2021-10-02,Canada,1728,22,-22
2021-10-03,Canada,1396,6,-6
2021-10-04,Canada,8377,52,-52
2021-10-05,Canada,2661,55,-55
2021-10-06,Canada,3803,56,-56
2021-10-07,Canada,4111,31,-31
2021-10-08,Canada,4199,43,-43
2021-10-09,Canada,1596,7,-7
2021-10-10,Canada,1596,8,-8
2021-10-11,Canada,1101,10,-10
2021-10-12,Canada,7796,79,-79
2020-01-22,Chile,0,0,0
2020-01-23,Chile,0,0,0
2020-01-24,Chile,0,0,0
2020-01-25,Chile,0,0,0
2020-01-26,Chile,0,0,0
2020-01-27,Chile,0,0,0
2020-01-28,Chile,0,0,0
2020-01-29,Chile,0,0,0
2020-01-30,Chile,0,0,0
2020-01-31,Chile,0,0,0
2020-02-01,Chile,0,0,0
2020-02-02,Chile,0,0,0
2020-02-03,Chile,0,0,0
2020-02-04,Chile,0,0,0
2020-02-05,Chile,0,0,0
2020-02-06,Chile,0,0,0
2020-02-07,Chile,0,0,0
2020-02-08,Chile,0,0,0
2020-02-09,Chile,0,0,0
2020-02-10,Chile,0,0,0
2020-02-11,Chile,0,0,0
2020-02-12,Chile,0,0,0
2020-02-13,Chile,0,0,0
2020-02-14,Chile,0,0,0
2020-02-15,Chile,0,0,0
2020-02-16,Chile,0,0,0
2020-02-17,Chile,0,0,0
2020-02-18,Chile,0,0,0
2020-02-19,Chile,0,0,0
2020-02-20,Chile,0,0,0
2020-02-21,Chile,0,0,0
2020-02-22,Chile,0,0,0
2020-02-23,Chile,2,0,0
2020-02-24,Chile,0,0,0
2020-02-25,Chile,0,0,0
2020-02-26,Chile,0,0,0
2020-02-27,Chile,0,0,0
2020-02-28,Chile,0,0,0
2020-02-29,Chile,0,0,0
2020-03-01,Chile,7,0,0
2020-03-02,Chile,0,0,0
2020-03-03,Chile,1,0,0
2020-03-04,Chile,0,0,0
2020-03-05,Chile,3,0,0
2020-03-06,Chile,0,0,0
2020-03-07,Chile,0,0,0
2020-03-08,Chile,7,0,0
2020-03-09,Chile,0,0,0
2020-03-10,Chile,5,0,0
2020-03-11,Chile,10,0,0
2020-03-12,Chile,0,0,0
2020-03-13,Chile,20,0,0
2020-03-14,Chile,33,0,0
2020-03-15,Chile,13,0,0
2020-03-16,Chile,81,0,0
2020-03-17,Chile,46,0,0
2020-03-18,Chile,37,0,0
2020-03-19,Chile,0,0,0
2020-03-20,Chile,196,0,0
2020-03-21,Chile,131,0,0
2020-03-22,Chile,95,1,-1
2020-03-23,Chile,114,1,-1
2020-03-24,Chile,176,0,0
2020-03-25,Chile,220,1,-1
2020-03-26,Chile,164,1,-1
2020-03-27,Chile,304,1,-1
2020-03-28,Chile,350,1,-1
2020-03-29,Chile,230,1,-1
2020-03-30,Chile,310,1,-1
2020-03-31,Chile,289,4,-4
2020-04-01,Chile,293,4,-4
2020-04-02,Chile,373,2,-2
2020-04-03,Chile,333,4,-4
2020-04-04,Chile,512,5,-5
2020-04-05,Chile,310,7,-7
2020-04-06,Chile,344,3,-3
2020-04-07,Chile,301,6,-6
2020-04-08,Chile,430,5,-5
2020-04-09,Chile,426,9,-9
2020-04-10,Chile,529,8,-8
2020-04-11,Chile,671,8,-8
2020-04-12,Chile,286,7,-7
2020-04-13,Chile,312,2,-2
2020-04-14,Chile,392,10,-10
2020-04-15,Chile,356,2,-2
2020-04-16,Chile,534,11,-11
2020-04-17,Chile,445,11,-11
2020-04-18,Chile,907,10,-10
2020-04-19,Chile,358,7,-7
2020-04-20,Chile,419,6,-6
2020-04-21,Chile,325,8,-8
2020-04-22,Chile,464,13,-13
2020-04-23,Chile,516,8,-8
2020-04-24,Chile,494,6,-6
2020-04-25,Chile,1363,7,-7
2020-04-26,Chile,473,8,-8
2020-04-27,Chile,482,9,-9
2020-04-28,Chile,552,9,-9
2020-04-29,Chile,520,9,-9
2020-04-30,Chile,1138,11,-11
2020-05-01,Chile,985,7,-7
2020-05-02,Chile,2526,13,-13
2020-05-03,Chile,1228,13,-13
2020-05-04,Chile,980,10,-10
2020-05-05,Chile,1373,5,-5
2020-05-06,Chile,1032,6,-6
2020-05-07,Chile,1533,4,-4
2020-05-08,Chile,1391,9,-9
2020-05-09,Chile,3458,10,-10
2020-05-10,Chile,1647,8,-8
2020-05-11,Chile,1197,11,-11
2020-05-12,Chile,1658,12,-12
2020-05-13,Chile,2660,11,-11
2020-05-14,Chile,2659,22,-22
2020-05-15,Chile,2502,26,-26
2020-05-16,Chile,5485,27,-27
2020-05-17,Chile,2353,29,-29
2020-05-18,Chile,2278,28,-28
2020-05-19,Chile,3520,31,-31
2020-05-20,Chile,4038,35,-35
2020-05-21,Chile,3964,45,-45
2020-05-22,Chile,4276,41,-41
2020-05-23,Chile,9842,43,-43
2020-05-24,Chile,3709,45,-45
2020-05-25,Chile,4895,43,-43
2020-05-26,Chile,3964,45,-45
2020-05-27,Chile,4328,35,-35
2020-05-28,Chile,4654,49,-49
2020-05-29,Chile,3695,54,-54
2020-05-30,Chile,13188,53,-53
2020-05-31,Chile,4830,57,-57
2020-06-01,Chile,5470,59,-59
2020-06-02,Chile,3528,75,-75
2020-06-03,Chile,4942,87,-87
2020-06-04,Chile,4664,81,-81
2020-06-05,Chile,4207,92,-92
2020-06-06,Chile,13990,93,-93
2020-06-07,Chile,6405,96,-96
2020-06-08,Chile,4696,627,-627
2020-06-09,Chile,3913,19,-19
2020-06-10,Chile,5697,192,-192
2020-06-11,Chile,5636,173,-173
2020-06-12,Chile,6754,222,-222
2020-06-13,Chile,8182,231,-231
2020-06-14,Chile,6938,222,-222
2020-06-15,Chile,5143,39,-39
2020-06-16,Chile,5013,21,-21
2020-06-17,Chile,1900,232,-232
2020-06-18,Chile,4475,226,-226
2020-06-19,Chile,6290,252,-252
2020-06-20,Chile,5355,202,-202
2020-06-21,Chile,5607,184,-184
2020-06-22,Chile,4608,23,-23
2020-06-23,Chile,3804,3,-3
2020-06-24,Chile,3649,226,-226
2020-06-25,Chile,4648,172,-172
2020-06-26,Chile,4296,165,-165
2020-06-27,Chile,4406,279,-279
2020-06-28,Chile,4216,162,-162
2020-06-29,Chile,4017,66,-66
2020-06-30,Chile,3394,113,-113
2020-07-01,Chile,2650,65,-65
2020-07-02,Chile,2498,167,-167
2020-07-03,Chile,3548,131,-131
2020-07-04,Chile,3758,141,-141
2020-07-05,Chile,3685,116,-116
2020-07-06,Chile,3025,76,-76
2020-07-07,Chile,2462,50,-50
2020-07-08,Chile,2064,139,-139
2020-07-09,Chile,3133,109,-109
2020-07-10,Chile,3058,99,-99
2020-07-11,Chile,2755,100,-100
2020-07-12,Chile,3012,98,-98
2020-07-13,Chile,2616,45,-45
2020-07-14,Chile,1836,45,-45
2020-07-15,Chile,1712,117,-117
2020-07-16,Chile,2493,104,-104
2020-07-17,Chile,2741,1057,-1057
2020-07-18,Chile,2407,98,-98
2020-07-19,Chile,2084,58,-58
2020-07-20,Chile,2099,130,-130
2020-07-21,Chile,1654,44,-44
2020-07-22,Chile,1719,45,-45
2020-07-23,Chile,2357,116,-116
2020-07-24,Chile,2545,76,-76
2020-07-25,Chile,2288,106,-106
2020-07-26,Chile,2198,92,-92
2020-07-27,Chile,2133,75,-75
2020-07-28,Chile,1877,53,-53
2020-07-29,Chile,1775,38,-38
2020-07-30,Chile,1961,99,-99
2020-07-31,Chile,2131,80,-80
2020-08-01,Chile,1991,76,-76
2020-08-02,Chile,2073,75,-75
2020-08-03,Chile,1762,99,-99
2020-08-04,Chile,1469,38,-38
2020-08-05,Chile,1761,47,-47
2020-08-06,Chile,1948,97,-97
2020-08-07,Chile,2154,69,-69
2020-08-08,Chile,2198,53,-53
2020-08-09,Chile,2033,66,-66
2020-08-10,Chile,1988,62,-62
2020-08-11,Chile,1572,39,-39
2020-08-12,Chile,1552,27,-27
2020-08-13,Chile,1866,94,-94
2020-08-14,Chile,2077,41,-41
2020-08-15,Chile,1791,55,-55
2020-08-16,Chile,2044,57,-57
2020-08-17,Chile,1556,61,-61
2020-08-18,Chile,1353,33,-33
2020-08-19,Chile,1182,32,-32
2020-08-20,Chile,1812,93,-93
2020-08-21,Chile,1920,52,-52
2020-08-22,Chile,1939,69,-69
2020-08-23,Chile,1957,60,-60
2020-08-24,Chile,1903,64,-64
2020-08-25,Chile,1417,42,-42
2020-08-26,Chile,1380,32,-32
2020-08-27,Chile,1737,82,-82
2020-08-28,Chile,1870,60,-60
2020-08-29,Chile,2037,49,-49
2020-08-30,Chile,1965,63,-63
2020-08-31,Chile,1752,45,-45
2020-09-01,Chile,1419,32,-32
2020-09-02,Chile,1594,23,-23
2020-09-03,Chile,1762,78,-78
2020-09-04,Chile,1968,72,-72
2020-09-05,Chile,1965,57,-57
2020-09-06,Chile,2076,41,-41
2020-09-07,Chile,1764,60,-60
2020-09-08,Chile,1267,30,-30
2020-09-09,Chile,1486,20,-20
2020-09-10,Chile,1642,79,-79
2020-09-11,Chile,1866,69,-69
2020-09-12,Chile,2131,45,-45
2020-09-13,Chile,2082,54,-54
2020-09-14,Chile,1685,64,-64
2020-09-15,Chile,1550,27,-27
2020-09-16,Chile,1304,18,-18
2020-09-17,Chile,1863,84,-84
2020-09-18,Chile,1677,57,-57
2020-09-19,Chile,1847,55,-55
2020-09-20,Chile,1600,32,-32
2020-09-21,Chile,1194,12,-12
2020-09-22,Chile,1055,23,-23
2020-09-23,Chile,1380,24,-24
2020-09-24,Chile,1731,124,-124
2020-09-25,Chile,2234,58,-58
2020-09-26,Chile,2111,64,-64
2020-09-27,Chile,1922,50,-50
2020-09-28,Chile,1770,57,-57
2020-09-29,Chile,1629,27,-27
2020-09-30,Chile,1691,16,-16
2020-10-01,Chile,1759,81,-81
2020-10-02,Chile,1840,45,-45
2020-10-03,Chile,1881,52,-52
2020-10-04,Chile,1708,60,-60
2020-10-05,Chile,1567,58,-58
2020-10-06,Chile,1560,33,-33
2020-10-07,Chile,1134,20,-20
2020-10-08,Chile,1576,77,-77
2020-10-09,Chile,1753,53,-53
2020-10-10,Chile,1826,52,-52
2020-10-11,Chile,1776,46,-46
2020-10-12,Chile,1461,58,-58
2020-10-13,Chile,1448,20,-20
2020-10-14,Chile,1092,19,-19
2020-10-15,Chile,1124,19,-19
2020-10-16,Chile,1694,95,-95
2020-10-17,Chile,1813,59,-59
2020-10-18,Chile,1757,47,-47
2020-10-19,Chile,1545,41,-41
2020-10-20,Chile,1173,26,-26
2020-10-21,Chile,1159,17,-17
2020-10-22,Chile,1494,73,-73
2020-10-23,Chile,1775,52,-52
2020-10-24,Chile,1636,48,-48
2020-10-25,Chile,1521,52,-52
2020-10-26,Chile,1535,59,-59
2020-10-27,Chile,927,23,-23
2020-10-28,Chile,1005,6,-6
2020-10-29,Chile,1520,86,-86
2020-10-30,Chile,1521,40,-40
2020-10-31,Chile,1685,49,-49
2020-11-01,Chile,1608,40,-40
2020-11-02,Chile,1276,55,-55
2020-11-03,Chile,1062,17,-17
2020-11-04,Chile,840,21,-21
2020-11-05,Chile,1540,64,-64
2020-11-06,Chile,1808,46,-46
2020-11-07,Chile,1587,49,-49
2020-11-08,Chile,1581,44,-44
2020-11-09,Chile,1321,45,-45
2020-11-10,Chile,1028,23,-23
2020-11-11,Chile,897,22,-22
2020-11-12,Chile,1634,66,-66
2020-11-13,Chile,1592,39,-39
2020-11-14,Chile,1646,39,-39
2020-11-15,Chile,1597,42,-42
2020-11-16,Chile,1331,44,-44
2020-11-17,Chile,1006,20,-20
2020-11-18,Chile,948,14,-14
2020-11-19,Chile,1454,58,-58
2020-11-20,Chile,1573,48,-48
2020-11-21,Chile,1558,27,-27
2020-11-22,Chile,1497,39,-39
2020-11-23,Chile,1440,37,-37
2020-11-24,Chile,1007,25,-25
2020-11-25,Chile,1005,7,-7
2020-11-26,Chile,1570,97,-97
2020-11-27,Chile,1581,43,-43
2020-11-28,Chile,1698,44,-44
2020-11-29,Chile,1489,34,-34
2020-11-30,Chile,1313,54,-54
2020-12-01,Chile,1121,20,-20
2020-12-02,Chile,1034,8,-8
2020-12-03,Chile,1508,81,-81
2020-12-04,Chile,1729,39,-39
2020-12-05,Chile,1533,34,-34
2020-12-06,Chile,1714,36,-36
2020-12-07,Chile,1760,35,-35
2020-12-08,Chile,1392,17,-17
2020-12-09,Chile,1244,10,-10
2020-12-10,Chile,1662,84,-84
2020-12-11,Chile,1534,8,-8
2020-12-12,Chile,1807,64,-64
2020-12-13,Chile,2138,40,-40
2020-12-14,Chile,1911,45,-45
2020-12-15,Chile,1499,18,-18
2020-12-16,Chile,1402,10,-10
2020-12-17,Chile,2001,48,-48
2020-12-18,Chile,2403,44,-44
2020-12-19,Chile,2220,50,-50
2020-12-20,Chile,2191,53,-53
2020-12-21,Chile,2447,43,-43
2020-12-22,Chile,1196,20,-20
2020-12-23,Chile,1725,11,-11
2020-12-24,Chile,3238,75,-75
2020-12-25,Chile,1679,55,-55
2020-12-26,Chile,2563,46,-46
2020-12-27,Chile,1711,39,-39
2020-12-28,Chile,1923,0,0
2020-12-29,Chile,1958,45,-45
2020-12-30,Chile,2964,11,-11
2020-12-31,Chile,2023,109,-109
2021-01-01,Chile,3591,52,-52
2021-01-02,Chile,3338,64,-64
2021-01-03,Chile,2289,43,-43
2021-01-04,Chile,2450,0,0
2021-01-05,Chile,2460,21,-21
2021-01-06,Chile,2382,28,-28
2021-01-07,Chile,3693,97,-97
2021-01-08,Chile,4205,61,-61
2021-01-09,Chile,4361,63,-63
2021-01-10,Chile,4181,59,-59
2021-01-11,Chile,3969,66,-66
2021-01-12,Chile,3243,20,-20
2021-01-13,Chile,3390,22,-22
2021-01-14,Chile,4187,90,-90
2021-01-15,Chile,4468,75,-75
2021-01-16,Chile,4313,66,-66
2021-01-17,Chile,4339,42,-42
2021-01-18,Chile,3918,70,-70
2021-01-19,Chile,3401,26,-26
2021-01-20,Chile,3589,21,-21
2021-01-21,Chile,4367,108,-108
2021-01-22,Chile,4959,84,-84
2021-01-23,Chile,4581,68,-68
2021-01-24,Chile,4463,79,-79
2021-01-25,Chile,4068,66,-66
2021-01-26,Chile,3322,24,-24
2021-01-27,Chile,3388,17,-17
2021-01-28,Chile,4255,134,-134
2021-01-29,Chile,4606,83,-83
2021-01-30,Chile,4151,82,-82
2021-01-31,Chile,4209,113,-113
2021-02-01,Chile,3779,85,-85
2021-02-02,Chile,3147,22,-22
2021-02-03,Chile,2610,17,-17
2021-02-04,Chile,3592,155,-155
2021-02-05,Chile,3782,77,-77
2021-02-06,Chile,4063,87,-87
2021-02-07,Chile,3804,79,-79
2021-02-08,Chile,3464,82,-82
2021-02-09,Chile,2839,28,-28
2021-02-10,Chile,2387,21,-21
2021-02-11,Chile,3731,157,-157
2021-02-12,Chile,4164,83,-83
2021-02-13,Chile,3925,98,-98
2021-02-14,Chile,3813,98,-98
2021-02-15,Chile,3332,83,-83
2021-02-16,Chile,2498,20,-20
2021-02-17,Chile,2275,15,-15
2021-02-18,Chile,3828,139,-139
2021-02-19,Chile,3797,99,-99
2021-02-20,Chile,3906,77,-77
2021-02-21,Chile,3615,68,-68
2021-02-22,Chile,3549,84,-84
2021-02-23,Chile,2308,25,-25
2021-02-24,Chile,2555,22,-22
2021-02-25,Chile,4472,137,-137
2021-02-26,Chile,4585,90,-90
2021-02-27,Chile,4489,76,-76
2021-02-28,Chile,3207,96,-96
2021-03-01,Chile,5145,88,-88
2021-03-02,Chile,2742,24,-24
